OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2508630,Sample-Routine,Water,,2022-08-18,10:14:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC4,SC4 Spring Creek USGS gage downstream of fish hatchery,,,,,40.8894000000,-77.7939000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962381425,,as P,Phosphorus,Dissolved,0.030,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00666A,21PA_WQX,Phosphorus,,,,2022-08-18,,,,,,,2023-01-04T14:11:25,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2508399,Sample-Routine,Water,,2022-08-17,09:17:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC7,SPRING CREEK UPSTREAM OF CEDAR RUN,,,,,40.7928000000,-77.7983000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962390563,,as N,Nitrate + Nitrite,Total,2.99,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00630A,21PA_WQX,NOX,,,,2022-08-17,,,,,,,2023-01-04T14:12:41,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2515265,Sample-Routine,Water,,2022-09-27,07:54:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-BBSC,Spring Creek War Memorial Boalsburg discrete location,,,,,40.7806000000,-77.7931000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962321071,,,Specific conductance,,358.00,umho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00095,21PA_WQX,Specific Conductivity,,,,2022-09-27,,,,,,,2023-01-04T14:01:46,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2476174,Sample-Routine,Water,,2022-03-21,09:23:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-LB1,LB1 Logan Branch downstream of hatchery,,,,,40.8917000000,-77.7642000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962302937,,,Calcium,Total,58.000,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00916A,21PA_WQX,Calcium,,,,2022-03-21,,,,,,,2023-01-04T13:58:53,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2515280,Sample-Routine,Water,,2022-09-27,10:05:00,EST,,,EST,,,,,,,,,PADEP WQ Data,PADEP Water Quality Data,,21PA_WQX-SFH_EFF,Logan Branch at SFH discharge,,,,,40.8733000000,-77.7614000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962397284,Present Below Quantification Limit,,Aluminum,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01106H,21PA_WQX,Aluminum,,,,2022-09-27,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2515280/results/962397284/resdetectqntlmts,Lower Reporting Limit,15.0,ug/L,,2023-01-04T14:13:35,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2483750,Sample-Routine,Water,,2022-04-13,08:52:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-LB1,LB1 Logan Branch downstream of hatchery,,,,,40.8917000000,-77.7642000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962385844,,,Organic carbon,Total,1.23,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00680,21PA_WQX,C,,,,2022-04-13,,,,,,,2023-01-04T14:12:02,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2515279,Sample-Routine,Water,,2022-09-27,09:59:00,EST,,,EST,,,,,,,,,PADEP WQ Data,PADEP Water Quality Data,,21PA_WQX-67179340_2,Logan Branch,,,,,40.8728000000,-77.7614000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962393795,,,Specific conductance,,709.00,umho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00095,21PA_WQX,Specific Conductivity,,,,2022-09-27,,,,,,,2023-01-04T14:13:06,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2476176,Sample-Routine,Water,,2022-03-21,11:32:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC1,SC1 - Spring Creek Houserville USGS gage upstream UAJA,,,,,40.8339000000,-77.8272000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962457512,,as P,Phosphorus,Dissolved,0.011,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00666A,21PA_WQX,Phosphorus,,,,2022-03-21,,,,,,,2023-01-04T14:24:52,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2476177,Sample-Routine,Water,,2022-03-21,12:22:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC2,SC2 Spring Creek upstream of first fish hatchery,,,,,40.8497000000,-77.8239000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962503644,,,Dissolved oxygen (DO),,12.78,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,F00300,21PA_WQX,Oxygen,,,,2022-03-21,,,,,,,2023-01-04T14:44:39,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2491902,Sample-Routine,Water,,2022-05-17,08:41:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-LB1,LB1 Logan Branch downstream of hatchery,,,,,40.8917000000,-77.7642000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962386703,,as N,Nitrogen,Dissolved,3.097,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00602A,21PA_WQX,Nitrogen,,,,2022-05-17,,,,,,,2023-01-04T14:12:10,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2483754,Sample-Routine,Water,,2022-04-13,13:25:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC3,SC3 Spring Creek between fish hatcheries,,,,,40.8608000000,-77.8064000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962329872,,as N,Nitrogen,Total,3.25,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00600A,21PA_WQX,Nitrogen,,,,2022-04-13,,,,,,,2023-01-04T14:03:17,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2508401,Sample-Routine,Water,,2022-08-17,11:08:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC2,SC2 Spring Creek upstream of first fish hatchery,,,,,40.8497000000,-77.8239000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962319779,,,Potassium,Total,4.60,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00937A,21PA_WQX,Potassium,,,,2022-08-17,,,,,,,2023-01-04T14:01:37,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2476174,Sample-Routine,Water,,2022-03-21,09:23:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-LB1,LB1 Logan Branch downstream of hatchery,,,,,40.8917000000,-77.7642000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962302931,Present Below Quantification Limit,,Selenium,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01147H,21PA_WQX,Selenium,,,,2022-03-21,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2476174/results/962302931/resdetectqntlmts,Lower Reporting Limit,4.00,ug/L,,2023-01-04T13:58:53,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2483753,Sample-Routine,Water,,2022-04-13,12:07:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC2,SC2 Spring Creek upstream of first fish hatchery,,,,,40.8497000000,-77.8239000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962488968,Present Below Quantification Limit,,Nickel,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01065A,21PA_WQX,Nickel,,,,2022-04-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2483753/results/962488968/resdetectqntlmts,Lower Reporting Limit,50.0,ug/L,,2023-01-04T14:37:18,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2492249,Sample-Routine,Water,,2022-05-18,06:00:00,EST,,,EST,,,,,,,,,PADEP WQ Data,PADEP Water Quality Data,,21PA_WQX-67179340,Logan Branch,,,,,40.8750000000,-77.7628000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962511223,,,Osmotic pressure,,5,mosm/kg,,Final,,Actual,,,,,,,,,,,,,,,,,,,,82550,21PA_WQX,Osmotic Pressure,,,,2022-05-18,,,,,,,2023-01-04T14:49:40,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2468540,Sample-Routine,Water,,2022-01-12,14:53:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC3,SC3 Spring Creek between fish hatcheries,,,,,40.8608000000,-77.8064000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962359218,,,Specific conductance,,702.00,umho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00095,21PA_WQX,Specific Conductivity,,,,2022-01-12,,,,,,,2023-01-04T14:07:49,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2470975,Sample-Routine,Water,,2022-02-07,14:51:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC3,SC3 Spring Creek between fish hatcheries,,,,,40.8608000000,-77.8064000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962437386,,,Osmotic pressure,,9,mosm/kg,,Final,,Actual,,,,,,,,,,,,,,,,,,,,82550,21PA_WQX,Osmotic Pressure,,,,2022-02-07,,,,,,,2023-01-04T14:20:45,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2503514,Quality Control Sample-Field Replicate,Water,,2022-07-19,09:20:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-LB1,LB1 Logan Branch downstream of hatchery,,,,,40.8917000000,-77.7642000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962373546,Present Below Quantification Limit,,Iron,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01046A,21PA_WQX,Iron,,,,2022-07-19,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2503514/results/962373546/resdetectqntlmts,Lower Reporting Limit,100.,ug/L,,2023-01-04T14:10:10,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2474091,Sample-Routine,Water,,2022-02-07,12:30:00,EST,,,EST,,,,,,,,,WQN,PA Surface Water Quality Monitoring Network,,21PA_WQX-WQN0415,SPRING CREEK,,,,,40.8900000000,-77.7942000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962347091,,,Osmotic pressure,,9,mosm/kg,,Final,,Actual,,,,,,,,,,,,,,,,,,,,82550,21PA_WQX,Osmotic Pressure,,,,2022-02-07,,,,,,,2023-01-04T14:06:16,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2491905,Sample-Routine,Water,,2022-05-17,10:45:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC1,SC1 - Spring Creek Houserville USGS gage upstream UAJA,,,,,40.8339000000,-77.8272000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962446747,,,Aluminum,Total,130.000,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01105H,21PA_WQX,Aluminum,,,,2022-05-17,,,,,,,2023-01-04T14:22:33,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2515265,Sample-Routine,Water,,2022-09-27,07:54:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-BBSC,Spring Creek War Memorial Boalsburg discrete location,,,,,40.7806000000,-77.7931000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962321088,Present Below Quantification Limit,,Bromide,,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,99020,21PA_WQX,Bromide,,,,2022-09-27,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2515265/results/962321088/resdetectqntlmts,Lower Reporting Limit,25.0,ug/L,,2023-01-04T14:01:46,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2496960,Sample-Routine,Water,,2022-06-13,10:22:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC1,SC1 - Spring Creek Houserville USGS gage upstream UAJA,,,,,40.8339000000,-77.8272000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962358723,Present Below Quantification Limit,,Manganese,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01056A,21PA_WQX,Manganese,,,,2022-06-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2496960/results/962358723/resdetectqntlmts,Lower Reporting Limit,10.0,ug/L,,2023-01-04T14:07:45,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2503515,Sample-Routine,Water,,2022-07-19,10:25:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC7,SPRING CREEK UPSTREAM OF CEDAR RUN,,,,,40.7928000000,-77.7983000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962434044,,as N,Nitrogen,Total,2.58,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00600A,21PA_WQX,Nitrogen,,,,2022-07-19,,,,,,,2023-01-04T14:19:52,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2503516,Sample-Routine,Water,,2022-07-19,11:27:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC1,SC1 - Spring Creek Houserville USGS gage upstream UAJA,,,,,40.8339000000,-77.8272000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962407421,,,Organic carbon,Total,1.69,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00680,21PA_WQX,C,,,,2022-07-19,,,,,,,2023-01-04T14:15:13,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2515271,Sample-Routine,Water,,2022-09-27,09:52:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SCUPWAT,Spring Creek upstream of Water St discrete location,,,,,40.8939000000,-77.7933000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962486117,,,Total dissolved solids,,394,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,70300U,21PA_WQX,Dissolved Solids,,,,2022-09-27,,,,,,,2023-01-04T14:35:56,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2503516,Sample-Routine,Water,,2022-07-19,11:27:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC1,SC1 - Spring Creek Houserville USGS gage upstream UAJA,,,,,40.8339000000,-77.8272000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962407457,,,pH,,8.4,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00403,21PA_WQX,Ph,,,,2022-07-19,,,,,,,2023-01-04T14:15:13,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2474091,Sample-Routine,Water,,2022-02-07,12:30:00,EST,,,EST,,,,,,,,,WQN,PA Surface Water Quality Monitoring Network,,21PA_WQX-WQN0415,SPRING CREEK,,,,,40.8900000000,-77.7942000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962347106,Present Below Quantification Limit,,Total suspended solids,,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00530,21PA_WQX,Residue,,,,2022-02-07,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2474091/results/962347106/resdetectqntlmts,Lower Reporting Limit,20,mg/L,,2023-01-04T14:06:16,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2515267,Sample-Routine,Water,,2022-09-27,08:38:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SCM,Slab Cabin Run Mouth discrete location,,,,,40.8169000000,-77.8342000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962404774,,,Dissolved oxygen (DO),,10.45,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,F00300,21PA_WQX,Oxygen,,,,2022-09-27,,,,,,,2023-01-04T14:14:43,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2508399,Sample-Routine,Water,,2022-08-17,09:17:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC7,SPRING CREEK UPSTREAM OF CEDAR RUN,,,,,40.7928000000,-77.7983000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962390586,Present Below Quantification Limit,,Copper,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01040H,21PA_WQX,Copper,,,,2022-08-17,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2508399/results/962390586/resdetectqntlmts,Lower Reporting Limit,0.8542,ug/L,,2023-01-04T14:12:41,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2491902,Sample-Routine,Water,,2022-05-17,08:41:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-LB1,LB1 Logan Branch downstream of hatchery,,,,,40.8917000000,-77.7642000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962386712,Present Below Quantification Limit,,Nickel,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01067A,21PA_WQX,Nickel,,,,2022-05-17,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2491902/results/962386712/resdetectqntlmts,Lower Reporting Limit,50.0,ug/L,,2023-01-04T14:12:10,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2491904,Quality Control Sample-Field Replicate,Water,,2022-05-17,09:50:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC7,SPRING CREEK UPSTREAM OF CEDAR RUN,,,,,40.7928000000,-77.7983000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962378467,,,Specific conductance,,352.8,umho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,F90094T,21PA_WQX,Specific Conductance,,,,2022-05-17,,,,,,,2023-01-04T14:10:59,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2476174,Sample-Routine,Water,,2022-03-21,09:23:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-LB1,LB1 Logan Branch downstream of hatchery,,,,,40.8917000000,-77.7642000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962302964,Present Below Quantification Limit,,Nickel,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01065A,21PA_WQX,Nickel,,,,2022-03-21,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2476174/results/962302964/resdetectqntlmts,Lower Reporting Limit,50.0,ug/L,,2023-01-04T13:58:53,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2515266,Sample-Routine,Water,,2022-09-27,08:13:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-CRM,Cedar Run Mouth discrete location,,,,,40.7933000000,-77.7981000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962396834,Present Below Quantification Limit,,Lithium,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01130A,21PA_WQX,Lithium,,,,2022-09-27,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2515266/results/962396834/resdetectqntlmts,Lower Reporting Limit,25.0,ug/L,,2023-01-04T14:13:32,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2470975,Sample-Routine,Water,,2022-02-07,14:51:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC3,SC3 Spring Creek between fish hatcheries,,,,,40.8608000000,-77.8064000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962437343,,as P,Phosphorus,Dissolved,0.020,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00666A,21PA_WQX,Phosphorus,,,,2022-02-07,,,,,,,2023-01-04T14:20:45,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2508630,Sample-Routine,Water,,2022-08-18,10:14:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC4,SC4 Spring Creek USGS gage downstream of fish hatchery,,,,,40.8894000000,-77.7939000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962381385,,,pH,,8.14,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,F00405,21PA_WQX,Ph,,,,2022-08-18,,,,,,,2023-01-04T14:11:25,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2503517,Sample-Routine,Water,,2022-07-19,12:18:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC2,SC2 Spring Creek upstream of first fish hatchery,,,,,40.8497000000,-77.8239000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962368768,Present Below Quantification Limit,,Lithium,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01132A,21PA_WQX,Lithium,,,,2022-07-19,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2503517/results/962368768/resdetectqntlmts,Lower Reporting Limit,25.0,ug/L,,2023-01-04T14:09:27,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2515282,Sample-Routine,Water,,2022-09-27,10:28:00,EST,,,EST,,,,,,,,,PADEP WQ Data,PADEP Water Quality Data,,21PA_WQX-LBU,LOGAN BRANCH UPSTREAM OF PIPELINE FLUME DISCHRG; TEMP MP,,,,,40.8642000000,-77.7583000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962365327,,,Calcium,Total,82.840,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00916A,21PA_WQX,Calcium,,,,2022-09-27,,,,,,,2023-01-04T14:08:56,STORET
